date,hour,number,title,link
2026-06-29,23:50,17/2026,AGORA - Powołanie składu Rady Nadzorczej na nową kadencję,https://espiebi.pap.pl/node/726621
2026-06-29,23:23,42/2026,GRUPA VIRTUS S.A. - Zawarcie umowy pożyczki z Hemp _ Health S.A. w wykonaniu postanowień listu intencyjnego dotyczącego inwestycji w Huta Małapanew sp. z o.o.,https://espiebi.pap.pl/node/726620
2026-06-29,23:20,36/2026,CREOTECH INSTRUMENTS S.A. - Podsumowanie emisji akcji serii M/Summary of the issuance of series M shares,https://espiebi.pap.pl/node/726619
2026-06-29,23:19,16/2026,AGORA - Uchwała o wypłacie dywidendy podjęta przez Zwyczajne Walne Zgromadzenie Agory S.A.,https://espiebi.pap.pl/node/726618
2026-06-29,23:04,15/2026,AGORA - Uchwały podjęte podczas Zwyczajnego Walnego Zgromadzenia w dniu 29 czerwca 2026 r.,https://espiebi.pap.pl/node/726617
2026-06-29,22:48,27/2026,TAURON POLSKA ENERGIA S.A. - Wyniki aukcji na premię kogeneracyjną,https://espiebi.pap.pl/node/726616
2026-06-29,22:43,20/2026,"PCF GROUP S.A. - Zakończenie postępowania spółki zależnej Game On Creative, Inc. w sprawie zawiadomienia o zamiarze przedstawienia propozycji układowej wierzycielom, bez składania propozycji wobec wierzycieli ani ubiegania się o przedłużenie obowiązujących terminów ustawowych",https://espiebi.pap.pl/node/726615
2026-06-29,22:40,9/2026,Yanosik S.A. - Dokonanie wyboru firmy audytorskiej do badania i przeglądu sprawozdań finansowych Spółki,https://espiebi.pap.pl/node/726614
2026-06-29,22:40,21/2026,KUBOTA S.A. -  Realizacja skupu akcji własnych,https://espiebi.pap.pl/node/726613
2026-06-29,22:26,40/2026,TREX S.A. - Nabycie 100% udziałów spółki w Czechach,https://espiebi.pap.pl/node/726612
2026-06-29,22:22,8/2026,BeLeaf S.A. - Zawarcie umowy objęcia akcji serii C,https://espiebi.pap.pl/node/726611
2026-06-29,22:16,6/2026,COMPERIA.PL S.A. - Akcjonariusze posiadający co najmniej 5% liczby głosów na Zwyczajnym Walnym Zgromadzeniu Comperia.pl S.A. w dniu 29 czerwca 2026 roku,https://espiebi.pap.pl/node/726610
2026-06-29,22:16,7/2026,BeLeaf S.A. - Wykaz akcjonariuszy posiadających co najmniej 5 % głosów na Nadzwyczajnym Walnym Zgromadzeniu w dniu 29 czerwca 2026 r.,https://espiebi.pap.pl/node/726609
2026-06-29,22:08,6/2026,BeLeaf S.A. - Treść uchwał podjętych podczas obrad Nadzwyczajnego Walnego Zgromadzenia w dniu 29 czerwca 2026 r.,https://espiebi.pap.pl/node/726608
2026-06-29,22:08,8/2026,PLAYWAY S.A. - Otrzymanie rezygnacji od Członka Rady Nadzorczej,https://espiebi.pap.pl/node/726607
2026-06-29,22:07,17/2026,BeLeaf SA - Informacje o walnym zgromadzeniu - treść uchwał podjętych przez WZ (w tym informacje o ogłoszeniu przerwy w obradach),https://espiebi.pap.pl/node/647183
2026-06-29,22:06,5/2026,COMPERIA.PL S.A. - Tresć uchwał będących przedmiotem Zwyczajnego Walnego Zgromadzenia Comperia.pl S.A. w dniu 29 czerwca 2026 roku,https://espiebi.pap.pl/node/726606
2026-06-29,21:53,12/2026,MAKARONY POLSKIE S.A. - Powołanie osób nadzorujących Makarony Polskie SA,https://espiebi.pap.pl/node/726605
2026-06-29,21:49,6/2006,MEDARD S.A. - Informacja o transakcji na akcjach Emitenta,https://espiebi.pap.pl/node/726604
2026-06-29,21:47,11/2026,Art Games Studio SA - Informacje o walnym zgromadzeniu - treść uchwał podjętych przez WZ (w tym informacje o ogłoszeniu przerwy w obradach),https://espiebi.pap.pl/node/647182
