date,hour,number,title,link
2026-07-02,23:54,8/2026,Honey Payment Group S.A. - Ogłoszenie o zwołaniu Zwyczajnego Walnego Zgromadzenia na dzień 29 lipca 2026 r.,https://espiebi.pap.pl/node/727271
2026-07-02,23:52,19/2026,"Honey Payment Group SA - Informacje o walnym zgromadzeniu - zwołanie WZ z projektami uchwał, zmiany w porządku obrad WZ",https://espiebi.pap.pl/node/647423
2026-07-02,23:06,15/2026,Apollo Capital ASI SA - Powołanie osoby zarządzającej lub nadzorującej,https://espiebi.pap.pl/node/647422
2026-07-02,23:04,14/2026,Apollo Capital ASI SA - Powołanie osoby zarządzającej lub nadzorującej,https://espiebi.pap.pl/node/647421
2026-07-02,23:02,13/2026,Apollo Capital ASI SA - Powołanie osoby zarządzającej lub nadzorującej,https://espiebi.pap.pl/node/647420
2026-07-02,22:38,46/2026,DEKPOL S.A. - Postanowienie Samorządowego Kolegium Odwoławczego w sprawie odmowy wydania zaświadczeń o samodzielności lokali użytkowych w ramach inwestycji OVAL SKY,https://espiebi.pap.pl/node/727270
2026-07-02,21:54,8/2026,"COMPERIA.PL S.A. - Ogłoszenie o zwołaniu Nadzwyczajnego Walnego Zgromadzenia Comperia.pl S.A. wraz
z projektami uchwał",https://espiebi.pap.pl/node/727269
2026-07-02,21:40,20/2026,COLUMBUS ENERGY S.A. - Udzielenie odpowiedzi na pytania akcjonariusza w trybie art. 428 §6 KSH,https://espiebi.pap.pl/node/727268
2026-07-02,21:05,31/2026,"MEDINICE S.A. - Złożenie wniosku o rozwiązanie  umowy o dofinansowanie projektu ""AtriClamp""",https://espiebi.pap.pl/node/727267
2026-07-02,20:48,19/2026,FoodHub S.A. - Zwołanie Nadzwyczajnego Walnego Zgromadzenia FoodHub S.A. na dzień 30 lipca 2026 roku wraz z projektami uchwał,https://espiebi.pap.pl/node/727266
2026-07-02,20:37,10/2026,COMPREMUM S.A. - Wybór podmiotu uprawnionego do przeglądu i badania sprawozdań finansowych Spółki i Grupy Kapitałowej.,https://espiebi.pap.pl/node/727265
2026-07-02,20:26,24/2026,SIGMA DEFENCE SA - Zmiana adresu emitenta lub adresu jego strony internetowej lub ostatniego wskazanego Organizatorowi Alternatywnego Systemu adresu e-mail emitenta,https://espiebi.pap.pl/node/647419
2026-07-02,20:21,36/2026,GENOMTEC S.A. - Zawiadomienie o zmianie stanu posiadania akcji Spółki,https://espiebi.pap.pl/node/727264
2026-07-02,19:53,26/2026,Rex Concepts S.A. - Informacja o transakcjach na instrumentach Spółki uzyskana w trybie art. 19 MAR,https://espiebi.pap.pl/node/727263
2026-07-02,19:48,17/2026,Shoper S.A. - Drugie zawiadomienie o zamiarze dokonania połączenia cyber_Folks S.A. oraz Shoper S.A.,https://espiebi.pap.pl/node/727262
2026-07-02,19:11,11/2026,IRON WOLF STUDIO S.A. - Lista akcjonariuszy posiadających co najmniej 5% liczby głosów na Zwyczajnym Walnym Zgromadzeniu w dniu 25 czerwca 2026 r.,https://espiebi.pap.pl/node/727261
2026-07-02,19:08,9/2026,Unfold.vc ASI - Zwiększenie zaangażowania w spółce TTHQ LTD (Stella Pay),https://espiebi.pap.pl/node/727260
2026-07-02,19:04,16/2026,YARRL S.A. - Podpisanie umowy z Głównym Inspektoratem Transportu Drogowego na świadczenie usług utrzymania i rozwoju systemu teleinformatycznego,https://espiebi.pap.pl/node/727259
2026-07-02,19:00,18/2026,MBWS - MONTHLY DECLARATION OF THE TOTAL NUMBER OF VOTING RIGHTS AND SHARES,https://espiebi.pap.pl/node/727258
2026-07-02,18:48,15/2026,FOREVER ENTERTAINMENT S.A. - Złożenie wniosku o wprowadzenie 450.150 akcji serii Q do obrotu w ASO na rynku NewConnect,https://espiebi.pap.pl/node/727257
2026-07-02,18:45,17/2026,MBWS - Half-year review of Marie Brizard Wine _ Spirits' liquidity contract,https://espiebi.pap.pl/node/727256
2026-07-02,18:33,16/2026,Hurtimex SA - Informacje o walnym zgromadzeniu - treść uchwał podjętych przez WZ (w tym informacje o ogłoszeniu przerwy w obradach),https://espiebi.pap.pl/node/647418
2026-07-02,18:33,22/2026,COAL ENERGY S.A. - Investment Framework Agreement regarding private placement of the Company's shares,https://espiebi.pap.pl/node/727255
2026-07-02,18:20,9/2026,MOLIERA2 S.A. - Przeniesienie zorganizowanej części przedsiębiorstwa do spółki zależnej,https://espiebi.pap.pl/node/727254
2026-07-02,18:01,17/2026,HiProMine SA - Powołanie osoby zarządzającej lub nadzorującej,https://espiebi.pap.pl/node/647417
2026-07-02,17:48,18/2026,AIRWAY MEDIX S.A. - Informacja o konwersji wierzytelności obligacyjnych wobec Adiuvo Investments S.A. na akcje.,https://espiebi.pap.pl/node/727253
2026-07-02,17:46,20/2026,"ATREM S.A. - Wybór oferty Emitenta przez ENEA Operator Sp. z o.o.  na realizację zadań pn.: ""Przebudowa linii 110 kV Żur - Tuchola - Chojnice Kościerska - Chojnice Przemysłowa - Sępólno - Koronowo Miasto""",https://espiebi.pap.pl/node/727252
2026-07-02,17:33,21/2026,NOCTILUCA S.A. - Asymilacja akcji na okaziciela serii F i I,https://espiebi.pap.pl/node/727251
2026-07-02,17:22,20/2026,WITTCHEN S.A. - Informacja o skonsolidowanych przychodach ze sprzedaży za II kwartał 2026 r.,https://espiebi.pap.pl/node/727250
2026-07-02,17:20,49/2026,NIEWIADÓW POLSKA GRUPA MILITARNA S.A. - Życiorys członka Rady Nadzorczej,https://espiebi.pap.pl/node/727249
2026-07-02,17:16,5/2026,DG-NET S.A. - Nabycie 100% udziałów w spółce będącej lokalnym operatorem telekomunikacyjnym,https://espiebi.pap.pl/node/727248
2026-07-02,17:12,18/2026,MARVIPOL DEVELOPMENT S.A. - Wstępna informacja o sprzedaży lokali i lokalach wydanych przez spółki z Grupy Kapitałowej Marvipol Development S.A. w II kwartale 2026 roku,https://espiebi.pap.pl/node/727247
2026-07-02,17:11,8/2026,"CITY SERVICE SE - CITY SERVICE SE SUCCESSFULLY PLACES SENIOR SECURED CALLABLE BONDS WITH AN INITIAL ISSUE AMOUNT OF EUR 100,000,000",https://espiebi.pap.pl/node/727246
2026-07-02,17:09,21/2026,cyber_Folks S.A. - Drugie zawiadomienie o zamiarze dokonania połączenia cyber_Folks S.A. oraz Shoper S.A.,https://espiebi.pap.pl/node/727245
2026-07-02,17:08,7/2026,Text S.A. - Kluczowe wskaźniki operacyjne za I kw. 2026/27 roku finansowego,https://espiebi.pap.pl/node/727244
2026-07-02,17:03,6/2026,MENNICA SKARBOWA S.A. - Korekta raportu bieżącego nr 5/2026 w sprawie zawarcia aneksu do umowy kredytowej,https://espiebi.pap.pl/node/727243
2026-07-02,17:03,12/2026,G-Devs SA - Zmiana harmonogramu publikacji raportów okresowych,https://espiebi.pap.pl/node/647416
2026-07-02,16:45,91/2026,MONNARI TRADE S.A. - Skup akcji własnych,https://espiebi.pap.pl/node/727242
2026-07-02,16:28,131/2026,BETA ETF BITCOIN PORTFELOWY FIZ - Raport bieżący nr 131 / 2026,https://espiebi.pap.pl/node/727241
2026-07-02,16:24,32/2026,MOSTALZAB - Informacja o transakcji na akcjach Spółki otrzymana w trybie art. 19 Rozporządzenia MAR - nabycie akcji,https://espiebi.pap.pl/node/727240
2026-07-02,16:16,14/2026,IPOPEMA INFRASTRUKTURY CYFROWEJ I ENERGII FIZ - WANCI-E_30.04.18,https://espiebi.pap.pl/node/727239
2026-07-02,16:15,13/2026,"Grupa Klepsydra SA - Zawarcie umowy o wykonywanie zadań Autoryzowanego Doradcy, w wykonaniu obowiązku nałożonego na emitenta przez Organizatora Alternatywnego Systemu - § 17b",https://espiebi.pap.pl/node/647415
2026-07-02,16:13,14/2026,ESALIENS AKCJI SKONCENTROWANY FIZ - ZWCI-E_30.04.18,https://espiebi.pap.pl/node/727238
2026-07-02,16:01,34/2026,ROCKBRIDGE FIZ MULTI INWESTYCJA - WANCI-E_30.04.18,https://espiebi.pap.pl/node/727237
2026-07-02,15:49,79/2026,EUROHOLD BULGARIA AD - Notification under Art. 19 (3) of Regulation (EU) ą 596/2014 of the European Parliament and of the Council of 16 April 2014,https://espiebi.pap.pl/node/727236
2026-07-02,15:46,19/2026,Aqua SA - Powołanie osoby zarządzającej lub nadzorującej,https://espiebi.pap.pl/node/647414
2026-07-02,15:45,31/2026,"ERSTE BANK POLSKA S.A. - Planowana zmiana struktury właścicielskiej Erste Towarzystwo Funduszy Inwestycyjnych S.A., spółki zależnej Erste Bank Polska S.A.",https://espiebi.pap.pl/node/727235
2026-07-02,15:44,31/2026,"ERSTE BANK POLSKA S.A. - Planowana zmiana struktury właścicielskiej Erste Towarzystwo Funduszy Inwestycyjnych S.A., spółki zależnej Erste Bank Polska S.A.",https://espiebi.pap.pl/node/727234
2026-07-02,15:44,13/2026,"Medcamp SA - Zawarcie umowy z podmiotem wpisanym na listę Autoryzowanych Doradców, w wykonaniu obowiązku nałożonego na emitenta - § 15b",https://espiebi.pap.pl/node/647413
2026-07-02,15:30,24/2026,INVESTOR GOLD FIZ - ZWCI-E_30.04.18,https://espiebi.pap.pl/node/727233
2026-07-02,15:26,13/2026,WIKANA - Informacja o wynikach sprzedaży lokali przez spółki z Grupy Kapitałowej WIKANA w I półroczu 2026 r.,https://espiebi.pap.pl/node/727232
2026-07-02,15:25,22/2026,"THE FARM 51 GROUP S.A. - Wykaz akcjonariuszy posiadających co najmniej 5% liczby głosów na Zwyczajnym Walnym Zgromadzeniu Emitenta, które odbyło się w dniu 30 czerwca 2026 roku",https://espiebi.pap.pl/node/727231
2026-07-02,15:24,23/2026,INVESTOR GOLD FIZ - WCI-E_30.04.18,https://espiebi.pap.pl/node/727230
2026-07-02,15:22,24/2026,INVESTOR FIZ - ZWCI-E_30.04.18,https://espiebi.pap.pl/node/727229
2026-07-02,15:21,23/2026,INVESTOR FIZ - WCI-E_30.04.18,https://espiebi.pap.pl/node/727228
2026-07-02,15:19,16/2026,INVESTOR CENTRAL AND EASTERN EUROPE FIZ - ZWCI-E_30.04.18,https://espiebi.pap.pl/node/727227
2026-07-02,15:19,15/2026,INVESTOR CENTRAL AND EASTERN EUROPE FIZ - WCI-E_30.04.18,https://espiebi.pap.pl/node/727226
2026-07-02,15:08,18/2026,ADATEX DEWELOPER S.A. - Informacja o powołaniu spółki zależnej,https://espiebi.pap.pl/node/727225
2026-07-02,15:07,8/2026,PKO STRATEGII OBLIGACYJNYCH FIZ - WANCI-E_30.04.18,https://espiebi.pap.pl/node/727224
2026-07-02,15:06,13/2026,IPOPEMA INFRASTRUKTURY CYFROWEJ I ENERGII FIZ - RB_FI_E_30.04.18,https://espiebi.pap.pl/node/727223
2026-07-02,15:05,27/2026,Creotech Quantum S.A. - Komunikat KDPW w sprawie daty rejestracji akcji serii D Spółki,https://espiebi.pap.pl/node/727222
2026-07-02,15:04,8/2026,PKO GLOBALNEJ STRATEGII FIZ - WANCI-E_30.04.18,https://espiebi.pap.pl/node/727221
2026-07-02,15:02,10/2026,PKO GLOBALNEGO DOCHODU FIZ - WANCI-E_30.04.18,https://espiebi.pap.pl/node/727220
2026-07-02,15:01,74/2026,FUNDUSZ DŁUGU KORPORACYJNEGO RENTIER FIZ - WANCI-E_30.04.18,https://espiebi.pap.pl/node/727219
2026-07-02,14:58,8/2026,PKO ABSOLUTNEJ STOPY ZWROTU EUROPA WSCHÓD - ZACHÓD FIZ - WANCI-E_30.04.18,https://espiebi.pap.pl/node/727218
2026-07-02,14:56,3/2026,Advanced Medical Equipment S.A. - Lista akcjonariuszy posiadających co najmniej 5% głosów na ZWZ 30 czerwca 2026 r.,https://espiebi.pap.pl/node/727217
2026-07-02,14:55,27/2026,MEDTECH SOLUTIONS S.A. - Zawarcie pierwszej umowy na wdrożenie robota MISSO,https://espiebi.pap.pl/node/727216
2026-07-02,14:53,12/2026,IPOPEMA INFRASTRUKTURY CYFROWEJ I ENERGII FIZ - PC-E_30.04.18,https://espiebi.pap.pl/node/727215
2026-07-02,14:37,11/2026,Dr. Miele Cosmed Group S.A. - Zawarcie ugody pozasądowej z AB Industry S.A. oraz podjęcie działań zmierzających do zawarcia ugody sądowej,https://espiebi.pap.pl/node/727214
2026-07-02,14:36,18/2026,REMAK - Zawarcie Aneksu,https://espiebi.pap.pl/node/727213
2026-07-02,14:36,13/2026,NEW TECH CAPITAL S.A. - Akcjonariusze posiadający co najmniej 5% głosów na Zwyczajnym Walnym Zgromadzeniu.,https://espiebi.pap.pl/node/727212
2026-07-02,14:31,56/2026,IPOPEMA BENEFIT 3 FIZ AN - RB_FI_E_30.04.18,https://espiebi.pap.pl/node/727211
2026-07-02,14:29,12/2026,NEW TECH CAPITAL S.A. - Dane członków Rady Nadzorczej New Tech Capital S.A. nowej kadencji.,https://espiebi.pap.pl/node/727210
2026-07-02,14:27,25/2026,CAPITEA S.A. - Wybór biegłego rewidenta,https://espiebi.pap.pl/node/727209
2026-07-02,14:25,133/2026,BETA ETF DYWIDENDA PLUS PORTFELOW FIZ - Raport bieżący nr 133 / 2026,https://espiebi.pap.pl/node/727208
