date,hour,number,title,link
2026-09-09,22:49,8/2026,MADMIND STUDIO S.A. - Lista akcjonariuszy posiadających co najmniej 5% liczby głosów na Zwyczajnym Walnym Zgromadzeniu w dniu 7 września 2026 roku,https://espiebi.pap.pl/node/736566
2026-09-09,22:45,16/2026,Madmind Studio SA - Odwołanie lub rezygnacja osoby zarządzającej lub nadzorującej,https://espiebi.pap.pl/node/736568
2026-09-09,22:36,15/2026,Madmind Studio SA - Powołanie osoby zarządzającej lub nadzorującej,https://espiebi.pap.pl/node/736567
2026-09-09,22:27,3/2026,LOKATY BUDOWLANE S.A. - Prawomocne oddalenie wniosku o zasiedzenie nieruchomości przy ul. Brożka 26 w Warszawie,https://espiebi.pap.pl/node/736565
2026-09-09,22:26,18/2026,HiProMine S.A. - Powiadomienie o transakcji dokonanej przez osobę blisko związaną z osobą pełniącą obowiązki zarządcze,https://espiebi.pap.pl/node/736563
2026-09-09,22:24,14/2026,Madmind Studio SA - Informacje o walnym zgromadzeniu - treść uchwał podjętych przez WZ (w tym informacje o ogłoszeniu przerwy w obradach),https://espiebi.pap.pl/node/736564
2026-09-09,22:08,17/2026,HiProMine S.A. - Powiadomienie o transakcji dokonanej przez osobę blisko związaną z osobą pełniącą obowiązki zarządcze,https://espiebi.pap.pl/node/736562
2026-09-09,21:55,47/2026,BUMECH S.A. - Znaczne pakiety akcji,https://espiebi.pap.pl/node/736561
2026-09-09,21:54,16/2026,BTC STUDIOS S.A. - Otrzymanie zawiadomień na podstawie art. 69 ustawy o ofercie publicznej,https://espiebi.pap.pl/node/736560
2026-09-09,21:51,16/2026,HiProMine S.A. - Otrzymanie zawiadomienia na podstawie art. 69 Ustawy o Ofercie Publicznej,https://espiebi.pap.pl/node/736559
2026-09-09,21:34,46/2026,BUMECH S.A. - Informacja o transakcji na akcjach Spółki,https://espiebi.pap.pl/node/736558
2026-09-09,21:32,5/2026,WERTH-HOLZ S.A. - Informacja dotycząca złożenia przez spółkę zależną wniosku o ogłoszenie upadłości,https://espiebi.pap.pl/node/736557
2026-09-09,21:29,15/2026,HiProMine S.A. - Otrzymanie zawiadomienia na podstawie art. 69 Ustawy o Ofercie Publicznej,https://espiebi.pap.pl/node/736556
2026-09-09,21:28,27/2026,Sigma Defence S.A. - Wykaz akcjonariuszy posiadających co najmniej 5% głosów na Nadzwyczajnym Walnym Zgromadzeniu w dniu 9 września 2026 r.,https://espiebi.pap.pl/node/736555
2026-09-09,20:33,14/2026,HiProMine S.A. - Zawarcie umowy pożyczki w celu zabezpieczenia płynności finansowej Emitenta,https://espiebi.pap.pl/node/736554
2026-09-09,20:32,17/2026,Red Square Games S.A. - Zawarcie umowy pożyczki w ramach umowy ramowej finansowania,https://espiebi.pap.pl/node/736552
2026-09-09,19:55,5/2026,GRUPA CORPUS IURIS/Grupa Corpus Iuris Spółka Akcyjna - Zmiana harmonogramu publikacji raportów okresowych,https://espiebi.pap.pl/node/736553
2026-09-09,19:38,6/2026,WB ELECTRONICS S.A. - Powiadomienia notyfikacyjne od osoby pełniącej obowiązki zarządcze oraz osoby blisko z nią związanej otrzymane w trybie art. 19 ust. 1. Rozporządzenia MAR,https://espiebi.pap.pl/node/736551
