date,hour,number,title,link
2026-09-23,23:34,55/2026,POLICE - Ustanowienie tymczasowego nadzorcy sądowego dla Grupy Azoty Polyolefins S.A.,https://espiebi.pap.pl/node/737632
2026-09-23,23:34,36/2026,ORLEN S.A. - Zamiar przeprowadzenia wykupu przymusowego akcji Energa S.A.,https://espiebi.pap.pl/node/737631
2026-09-23,23:32,71/2026,GRUPA AZOTY SA - Ustanowienie tymczasowego nadzorcy sądowego dla Grupy Azoty Polyolefins S.A.,https://espiebi.pap.pl/node/737630
2026-09-23,23:01,14/2026,NEW TECH CAPITAL S.A. - Informacja o zmianie firmy audytorskiej.,https://espiebi.pap.pl/node/737628
2026-09-23,22:06,19/2026,Yoshi Innovation SA - Inne informacje,https://espiebi.pap.pl/node/737629
2026-09-23,21:59,55/2026,OT LOGISTICS - Wykaz akcjonariuszy posiadających co najmniej 5% liczby głosów na Nadzwyczajnym Walnym Zgromadzeniu OT Logistics S.A. w dniu 23.09.2026 r.,https://espiebi.pap.pl/node/737626
2026-09-23,21:57,18/2026,Yoshi Innovation SA - Informacje o walnym zgromadzeniu - informacje o wniesionych powództwach,https://espiebi.pap.pl/node/737627
2026-09-23,21:55,54/2026,OT LOGISTICS - Treść uchwał podjętych przez Nadzwyczajne Walne Zgromadzenie w dniu 23.09.2026 r,https://espiebi.pap.pl/node/737625
2026-09-23,21:54,,BIOCELTIX S.A. - SA-P,https://espiebi.pap.pl/node/737624
2026-09-23,21:43,53/2026,OT LOGISTICS - Ustalenie liczby członków Rady Nadzorczej OT Logistics S.A. oraz zmiany w składzie Rady Nadzorczej,https://espiebi.pap.pl/node/737623
2026-09-23,21:42,,AIRWAY MEDIX S.A. - Skonsolidowany raport półroczny  PSr,https://espiebi.pap.pl/node/737622
2026-09-23,21:22,12/2026,CITY SERVICE SE - NOTICE ON CALLING THE EXTRAORDINARY GENERAL MEETING OF SHAREHOLDERS OF CITY SERVICE SE,https://espiebi.pap.pl/node/737621
2026-09-23,20:12,71/2026,NIEWIADÓW POLSKA GRUPA MILITARNA S.A. - Otrzymanie żądania konwersji akcji imiennych na akcje zwykłe na okaziciela,https://espiebi.pap.pl/node/737620
2026-09-23,19:45,45/2026,NANOGROUP S.A. - Publikacja Dokumentu Wyłączeniowego,https://espiebi.pap.pl/node/737619
2026-09-23,19:05,19/2026,"ARCHICOM S.A. - Ustanowienie nowego programu emisji obligacji na okaziciela i emitowania przez Emitenta poszczególnych serii obligacji w ramach tego programu (""Program Emisji"") oraz jednoczesne zaprzestanie nowych emisji obligacji w ramach dotychczasowego programu emisji obligacji.",https://espiebi.pap.pl/node/737618
2026-09-23,18:52,33/2026,Rex Concepts S.A. - Komunikat KDPW w sprawie rejestracji akcji serii D,https://espiebi.pap.pl/node/737616
2026-09-23,18:50,45/2026,Arlen S.A. - Zamknięcie transakcji nabycia 60% akcji Prabos plus a.s.,https://espiebi.pap.pl/node/737615
